apollo_account_id,location,slug,zip,store,segment
6a6a1aed4f036a000c55f0f3,Garmin,garmin,63127,Sunset Hills,winback
6a6a1aee09afd20021ea00be,Gephardt Institute,gephardt-institute,63105,Forsyth/Clayton,winback
6a6a1aefac48380010f6406e,HARNESS DICKEY PIERCE,harness-dickey-pierce,63105,Forsyth/Clayton,winback
6a6a1aef028b0f001cfff218,"HSHS St. Elizabeth’s Hospital (O’Fallon, IL)",hshs-st-elizabeth’s-hospital-(o’fallon-il),62269,Shiloh,winback
6a6a1af0d871830010cf56db,Hilton Frontenac,hilton-frontenac,63131,Rock Hill/Glendale,winback
6a6a1af1cdf6c70010ac0b85,Ignacio Hall,ignacio-hall,63103,Lindell/SLU,winback
6a6a1af2b9a7b8001045b419,Indiana State Softball,indiana-state-softball,63301,Lindenwood,winback
6a6a1af3e24d570020767c8b,Jewish Community Center,jewish-community-center,63005,Chesterfield Valley,winback
6a6a1af44e3280001c72dfa7,Jim Butler Chevrolet,jim-butler-chevrolet,63026,Tesson,winback
6a6a1af577f4eb0014d28b61,KIPP St. Louis,kipp-st-louis,63103,Lindell/SLU,winback
6a6a1af647b3f5001c1460f2,Kelly Baseball Field,kelly-baseball-field,63130,Forsyth/Clayton,winback
6a6a1af7517f9d0010860f01,Kindbody St. Louis,kindbody-st-louis,63141,West Oak,winback
6a6a1af861aedf000c79c59e,Kirkwood Children's House,kirkwood-childrens-house,63122,Sunset Hills,winback
6a6a1af92e468a0018161b4f,Liberty Middle School,liberty-middle-school,62025,Edwardsville,winback
6a6a1afa15f42900207443ad,Loading dock of enterprise center,loading-dock-of-enterprise-center,63103,Lindell/SLU,winback
6a6a1afc1d0f5b001c02d3f2,Long term psych,long-term-psych,63141,West Oak,winback
6a6a1afd2cfca9001423be17,Lou Fusz Soccer Complex- Field #6,lou-fusz-soccer-complex--field-#6,63146,Creve Coeur,winback
6a6a1afecfd0170014d4a385,Maryville Lacrosse Field (UAH Women's Lacrosse),maryville-lacrosse-field-(uah-womens-lacrosse),63141,Creve Coeur,winback
6a6a1afff80a5000145db51e,Mastercard,mastercard,63367,O'Fallon,winback
6a6a1b00084e600018e9815e,MaxFi Surgical Simulations,maxfi-surgical-simulations,63114,Forsyth/Clayton,winback
6a6a1b01cfd017001ce4de89,Mercy Clinic Oncology & Hematology – Pratt,mercy-clinic-oncology-and-hematology-–-pratt,63141,West Oak,winback
6a6a1b02c7b09b001cfb206d,Mercy Neurology,mercy-neurology,63141,West Oak,winback
6a6a1b0361aedf000c79c64b,Mercy OB GYN,mercy-ob-gyn,63366,O'Fallon,winback
6a6a1b0415f42900207444ec,Mercy South Oncology & Hematology,mercy-south-oncology-and-hematology,63128,Tesson,winback
6a6a1b05d3891b0014160dda,Midwest ENT Centre,midwest-ent-centre,63376,Lindenwood,winback
6a6a1b0680a0b6001c842487,Missouri Baptist Hospital (Building D),missouri-baptist-hospital-(building-d),63131,West Oak,winback
6a6a1b0715f4290020744548,Momentum Tower Grove South,momentum-tower-grove-south,63116,South City,winback
6a6a1b08d1c1410010039829,Office of Dr. Ahmad,office-of-dr-ahmad,63141,Manchester,winback
6a6a1b09979d4f0014a0c099,PARIC LLC.,paric-llc,63146,West Oak,winback
6a6a1b0a954f370010866131,Perschbacher dermatology,perschbacher-dermatology,63131,West Oak,winback
6a6a1b0bd040e5000c0fccc5,Phoenix Creative,phoenix-creative,63101,Lindell/SLU,winback
6a6a1b0cc7b09b001cfb2a58,Plancorp,plancorp,63141,Manchester,winback
6a6a1b0d94347f00205fa18a,PricewaterhouseCoopers,pricewaterhousecoopers,63102,Lindell/SLU,winback
6a6a1b0ec85fa3000ce127a4,Provident Behavioral Health,provident-behavioral-health,63141,Creve Coeur,winback
6a6a1b0f15f42900207445d1,RDG Design and Planning,rdg-design-and-planning,63143,South City,winback
6a6a1b10f14bd9001c85c63a,RGA - Attn Kelly Hessler Rm 718,rga---attn-kelly-hessler-rm-718,63141,West Oak,winback
6a6a1b111256530020b32958,Ranken Jordan Pediatric Bridge Hospital,ranken-jordan-pediatric-bridge-hospital,63043,West Oak,winback
6a6a1b1126f05700180b38f4,Rottler Pest Solutions,rottler-pest-solutions,63114,Forsyth/Clayton,winback
6a6a1b12b9e6220010c7c76a,SLUCare Orthopedic Surgery,slucare-orthopedic-surgery,63026,Sunset Hills,winback
6a6a1b14f0044c0020a320f1,SLUCare Surgery - Hannah,slucare-surgery---hannah,63110,Lindell/SLU,winback
6a6a1b14f80a5000145db523,SOLVAY,solvay,62205,Lindell/SLU,winback
6a6a1b1515f42900207446ee,SSM St Marys,ssm-st-marys,63117,Forsyth/Clayton,winback
6a6a1b1649bd4b00187f1026,STL Athletic Center,stl-athletic-center,63026,Sunset Hills,winback
6a6a1b18c66de9001c7c516a,STL CITY SC,stl-city-sc,63103,Lindell/SLU,winback
6a6a1b1926f05700180b3922,Saint Louis University Hospital,saint-louis-university-hospital,63104,Lindell/SLU,winback
6a6a1b1ad7adc40010741af2,Service Metal,service-metal,63146,West Oak,winback
6a6a1b1b47b3f5001c146bcc,Signature Ortho/Dr. Olson,signature-ortho-dr-olson,63128,Tesson,winback
6a6a1b1c47b3f5001c146bd0,Somers Hall; Danforth Campus Washington Univ St. Louis,somers-hall;-danforth-campus-washington-univ-st-louis,63130,Forsyth/Clayton,winback
6a6a1b1c09afd20011efc90d,Springhill Suites St. Louis Airport/Earth City,springhill-suites-st-louis-airport-earth-city,63044,West Oak,winback
6a6a1b1dae6283001ce95a4f,St Louis Cosmetic Surgery,st-louis-cosmetic-surgery,63005,Chesterfield Valley,winback
6a6a1b1e9f6f1500180b7de9,St Louis Medical Clinic,st-louis-medical-clinic,63131,West Oak,winback
6a6a1b1f444127000c102c4e,St Louis Skin Solutions,st-louis-skin-solutions,63131,Manchester,winback
6a6a1b2082cec7001c7bd202,St Louis urology - St Peters,st-louis-urology---st-peters,63376,Lindenwood,winback
6a6a1b2215f429002074474c,St Luke’s Hospital- East Medical building,st-luke’s-hospital--east-medical-building,63017,Creve Coeur,winback
6a6a1b22954f370010866454,St. Luke’s Endocrinology Ste109b,st-luke’s-endocrinology-ste109b,63122,Manchester,winback
6a6a1b24f0044c00189adde8,T Rex,t-rex,63101,Lindell/SLU,winback
6a6a1b24d7adc40010741bb3,The Chase Park Plaza Hotel,the-chase-park-plaza-hotel,63108,Lindell/SLU,winback
6a6a1b25e1a7f4000cd0d91c,The Hub,the-hub,63107,Lindell/SLU,winback
6a6a1b262e468a001816296f,The Purser Center @ Logan University,the-purser-center-@-logan-university,63017,Chesterfield Valley,winback
6a6a1b2782cec7001c7bd246,Track Stadium,track-stadium,62025,Edwardsville,winback
6a6a1b2880a0b6001c842b2f,Tri county,tri-county,63368,O'Fallon,winback
6a6a1b299853c000105e03c0,Twain Financial Partners,twain-financial-partners,63103,Lindell/SLU,winback
6a6a1b2bb4c3e20020e8ad4d,Urology of St. Louis,urology-of-st-louis,63376,Lindenwood,winback
6a6a1b2cf80a5000145db56e,Veterans Community Project,veterans-community-project,63106,Lindell/SLU,winback
6a6a1b2df750970014f4c38a,Vivo Dermatology Suite 597A,vivo-dermatology-suite-597a,63141,West Oak,winback
6a6a1b2ea4b32f001412b423,WashU - Center for Experiential Learning,washu---center-for-experiential-learning,63105,Forsyth/Clayton,winback
6a6a1b2f49bd4b00187f123c,WashU Anest,washu-anest,63110,Forsyth/Clayton,winback
6a6a1b33856b9400107e3e1d,Washington University - Danforth University Center,washington-university---danforth-university-center,63105,Forsyth/Clayton,winback
6a6a1b35f14d6e0018f86e36,Washington University North Campus,washington-university-north-campus,63112,Forsyth/Clayton,winback
6a6a1b368969a400183a89c8,Washington University School of Medicinne,washington-university-school-of-medicinne,63110,Lindell/SLU,winback
6a6a1b361dfd6f00203ea0f1,"Washington University, Cupples II Hall",washington-university-cupples-ii-hall,63130,Forsyth/Clayton,winback
6a6a1b3747b3f5001c1470d7,West County Plastic Surgeons,west-county-plastic-surgeons,63141,West Oak,winback
6a6a1b38baa04900205c6cf7,powers group inc,powers-group-inc,63139,South City,winback
6a6a1b39c85fa3000ce12a22,Hunter engineering - c/o Jim T,hunter-engineering---c-o-jim-t,63044,West Oak,active
6a6a1b3b517f9d0010861b1a,Mercy,mercy,63109,Sunset Hills,active
6a6a1b3c6a1121001054dd71,WashU,washu,63105,Forsyth/Clayton,active
6a6a1b3d1860eb00201b2151,Weissman Photo Studio,weissman-photo-studio,63139,South City,active
6a6a1b3efb0517001c26c17d,Benefit Finance Partners,benefit-finance-partners,63141,Creve Coeur,active
6a6a1b3f4e3280001c72f6b5,Ernst and Young,ernst-and-young,63105,Forsyth/Clayton,active
6a6a1b4068cc5c00142c8788,St Elizabeths cath lab and ep lab in hospital,st-elizabeths-cath-lab-and-ep-lab-in-hospital,62269,Shiloh,active
6a6a1b418faadc00184803b1,St. Louis Music,st-louis-music,63133,Forsyth/Clayton,active
6a6a1b42c7b09b001cfb2bfd,Clementine's Ice Cream,clementines-ice-cream,63147,Lindell/SLU,active
6a6a1b435a894a0014752da5,Dr. Michael Snyder,dr-michael-snyder,63128,Tesson,active
6a6a1b44979d4f0014a0c6e1,Gatewood Wealth Solutions,gatewood-wealth-solutions,63144,Rock Hill/Glendale,active
6a6a1b45f0044c00189ae2de,Heartland Dental,heartland-dental,63141,West Oak,active
6a6a1b469f6f1500180b7e77,Mercy South Hospital - Hospitalist Office,mercy-south-hospital---hospitalist-office,63128,Tesson,active
6a6a1b4701d965001b932388,Procter and Gamble Mfg,procter-and-gamble-mfg,63147,Lindell/SLU,active
6a6a1b4855390c001c5a79a5,SIEMENS,siemens,63043,Lindenwood,active
6a6a1b4826f057001437f7f4,St. Lukes Multispecialty,st-lukes-multispecialty,63017,Creve Coeur,active
6a6a1b49dda27c0010f2473f,Talisen Technologies Inc,talisen-technologies-inc,63141,Creve Coeur,active
6a6a1b4bd3891b001c25a18c,AAIM Employers' Association,aaim-employers-association,63131,Manchester,active
6a6a1b4b58a289001c797b09,Ameren - North Metro Operating Center,ameren---north-metro-operating-center,63115,Lindell/SLU,active
6a6a1b4cd09980000c3f5747,Barnes Jewish Hospital POD 5,barnes-jewish-hospital-pod-5,63110,Lindell/SLU,active
6a6a1b4d979d4f0014a0c7ab,Confluence Academies,confluence-academies,63102,Lindell/SLU,active
6a6a1b4ee24d5700207683d9,Creve Couer Soccer Complex,creve-couer-soccer-complex,63043,Creve Coeur,active
6a6a1b4f979d4f0014a0c81a,Crossroads Veterinary Hospital,crossroads-veterinary-hospital,63385,O'Fallon,active
6a6a1b50e25d1b00144e64f0,Dr Melvin,dr-melvin,63368,O'Fallon,active
6a6a1b5177dfa2001c545e4b,Ess health urology,ess-health-urology,63044,Lindenwood,active
6a6a1b524e3280001c72f794,Goodwill Outlet,goodwill-outlet,63044,Lindenwood,active
6a6a1b53993d9c0018e24b52,Guarantee Electrical Construction Compa,guarantee-electrical-construction-compa,63116,South City,active
6a6a1b542e468a0018162c0b,HSHS Medical Group,hshs-medical-group,62062,Edwardsville,active
6a6a1b55f599f80010b6a7b8,Lafayette Preparatory Academy,lafayette-preparatory-academy,63104,Lindell/SLU,active
6a6a1b561dfd6f00203ea158,Lou Fusz Soccer Complex,lou-fusz-soccer-complex,63146,Creve Coeur,active
6a6a1b5709afd20021ea06ce,MRHFM- St Louis,mrhfm--st-louis,63101,West Oak,active
6a6a1b5777dfa2001c545ee2,Marriott St. Louis West,marriott-st-louis-west,63141,Creve Coeur,active
6a6a1b58118084000c9da59f,Mercy Dr levey,mercy-dr-levey,63366,O'Fallon,active
6a6a1b59b64f5500182b95d7,Mercy Oncology Suite 120,mercy-oncology-suite-120,63011,Chesterfield Valley,active
6a6a1b5ad24bd30010f4ed82,Mercy Primary Care 2nd FL,mercy-primary-care-2nd-fl,63119,South City,active
6a6a1b5b77dfa2001c545f07,Nashville SC,nashville-sc,63103,Lindell/SLU,active
6a6a1b5cf6188c001c0989f0,Nestle Purina Petcare - E Bldg,nestle-purina-petcare---e-bldg,63102,Lindell/SLU,active
6a6a1b5d80a0b600147011a3,Nestle Purina Petcare - Tower Building,nestle-purina-petcare---tower-building,63102,Lindell/SLU,active
6a6a1b5ed24bd30010f4ed88,ROESLEIN AND ASSOCIATES-,roeslein-and-associates-,63126,Sunset Hills,active
6a6a1b5fd7adc400107423e1,Scott Air Force Base,scott-air-force-base,62220,Shiloh,active
6a6a1b6017f28a001cae07fe,The retina institue,the-retina-institue,62034,Edwardsville,active
6a6a1b611860eb00201b232e,Urology of st louis fairview heights,urology-of-st-louis-fairview-heights,62208,Shiloh,active
6a6a1b623ddb010018261e1b,WashU Bernard Becker Medical Library,washu-bernard-becker-medical-library,63110,South City,active
6a6a1b633ddb010018261e20,WashU Biology Department Danforth Campus,washu-biology-department-danforth-campus,63105,Forsyth/Clayton,active
6a6a1b6447b3f5001c1475ce,Washington University - Pediatric Residency,washington-university---pediatric-residency,63110,Lindell/SLU,active
6a6a1b642cfca9001423c176,"World Wide Technology, Inc.",world-wide-technology-inc,63043,West Oak,active
6a6a1b65cfd0170014d4aa52,Nestle Purina Pet Care,nestle-purina-pet-care,63102,Lindell/SLU,cold
6a6a1b66c83b7b000c82992f,Sysco Foods,sysco-foods,63301,Lindenwood,cold
6a6a1b6794372e0014aeb045,[REMOVED],[removed],63045,O'Fallon,cold
6a6a1b68d040e5000c0fd3b3,AFB International,afb-international,63304,O'Fallon,cold
6a6a1b69fcb5980018e7f066,ATB Technologies,atb-technologies,63017,West Oak,cold
6a6a1b6a68cc5c00142c881f,Advantage Solutions,advantage-solutions,63105,Forsyth/Clayton,cold
6a6a1b6b979d4f0014a0ca49,CEDARHURST SENIOR LIVING,cedarhurst-senior-living,63124,Forsyth/Clayton,cold
6a6a1b6ce24d5700207686e4,Caleres,caleres,63105,Forsyth/Clayton,cold
6a6a1b6d6a11210020853ee5,Chestnut Health Systems,chestnut-health-systems,62062,Edwardsville,cold
6a6a1b6e26f057001437f86a,"McCarthy Building Companies, Inc.",mccarthy-building-companies-inc,63131,Manchester,cold
6a6a1b6f09afd20011efcaa4,Mercy Clinic Pediatrics,mercy-clinic-pediatrics,63026,Sunset Hills,cold
6a6a1b70993d9c0020053555,Rung for Women,rung-for-women,63104,Lindell/SLU,cold
6a6a1b71979d4f0014a0cac3,SAINT LOUIS UNIVERSITY,saint-louis-university,63108,Lindell/SLU,cold
6a6a1b72ae47ec00104f5749,St. Louis City Training Center,st-louis-city-training-center,63103,Lindell/SLU,cold
6a6a1b73b9a7b8001cf9f9a9,St. Louis Trust & Family Office,st-louis-trust-and-family-office,63105,Forsyth/Clayton,cold
6a6a1b7447b3f500182fd104,Wash-U School of Medicine,wash-u-school-of-medicine,63110,Lindell/SLU,cold
6a6a1b753577d3001487f89f,Washington University School of Medicine,washington-university-school-of-medicine,63110,Forsyth/Clayton,cold
6a6a1b7647b3f500182fd10a,Alberici,alberici,63114,Forsyth/Clayton,cold
6a6a1b77a7e7c2000cbb1d44,America's Center Convention Complex Loading Dock,americas-center-convention-complex-loading-dock,63101,Lindell/SLU,cold
6a6a1b78544194001c17dd86,Anheuser-Busch,anheuser-busch,63118,Lindell/SLU,cold
6a6a1b7994372e0014aeb1ab,Ashley Homstore/DSG,ashley-homstore-dsg,62269,Shiloh,cold
6a6a1b7ab64f5500182b97a4,Associated Couriers,associated-couriers,63042,Lindenwood,cold
6a6a1b7bd3891b001c25a2a0,"Benefit Finance Partners, LLC",benefit-finance-partners-llc,63141,Creve Coeur,cold
6a6a1b7bd040e5000c0fd4a6,Cancer Care Specialists,cancer-care-specialists,62269,Shiloh,cold
6a6a1b7c118fb2001862f60d,Cancer Care Specialists of Illinois,cancer-care-specialists-of-illinois,62269,Shiloh,cold
6a6a1b7d1de8fd0020322068,Cath lab,cath-lab,62269,Shiloh,cold
6a6a1b7e47b3f50020a3c629,Chaifetz Arena,chaifetz-arena,63103,Lindell/SLU,cold
6a6a1b7f9f6f1500180b80dd,Core and Main,core-and-main,63146,West Oak,cold
6a6a1b804e3437001c02ad38,Dowd Bennett Law Firm,dowd-bennett-law-firm,63105,Forsyth/Clayton,cold
6a6a1b814ee18100147f2846,Equifax,equifax,63105,Forsyth/Clayton,cold
6a6a1b820e3ec9001c68fc0f,HNTB,hntb,63102,Lindell/SLU,cold
6a6a1b834ee18100147f2849,Hermann Statdium,hermann-statdium,63103,Lindell/SLU,cold
6a6a1b846e29fa001c902513,Impact Group,impact-group,63141,West Oak,cold
6a6a1b84d040e5000c0fd4b1,KIPP St. Louis High,kipp-st-louis-high,63103,Lindell/SLU,cold
6a6a1b851dfd6f00203ea373,Meramec Dermatology,meramec-dermatology,63010,Tesson,cold
6a6a1b8615f429002074585a,Mercy IBD Center,mercy-ibd-center,63122,Sunset Hills,cold
6a6a1b87ee330900201a941a,Mercy Internal Med,mercy-internal-med,63141,Manchester,cold
6a6a1b8882cec7001c7bdb43,Mercy endocrinology,mercy-endocrinology,63141,West Oak,cold
6a6a1b8960cde80017734e96,Missouri Baptist Hospital,missouri-baptist-hospital,63131,West Oak,cold
6a6a1b8a4874a9001cf20c7e,Moneta,moneta,63105,Forsyth/Clayton,cold
6a6a1b8b9ebc51000c703061,Musick Dermatology,musick-dermatology,62226,Shiloh,cold
6a6a1b8c4e3437001841c19e,NUTRIFORMANCE,nutriformance,63132,Creve Coeur,cold
6a6a1b8d8faadc000cf4d22e,Optimist International,optimist-international,63108,Lindell/SLU,cold
6a6a1b8ef334dc000c54ce7a,P&G,pandg,63147,Lindell/SLU,cold
6a6a1b8f5ce01e000c6db52b,Physicians pain services,physicians-pain-services,63376,Lindenwood,cold
6a6a1b90b4c3e20020e8b98b,Royal Canin,royal-canin,63141,West Oak,cold
